,index,LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Value
1505,1505,USA,United States,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,70181.12175
1506,1506,USA,United States,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,76359.99952
1507,1507,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1995,1995,USD,US Dollar,0,Units,8223.903692
1508,1508,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1996,1996,USD,US Dollar,0,Units,8327.212172
1509,1509,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,8627.009628
1510,1510,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,8623.432108
1511,1511,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,8655.6459
1512,1512,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,9103.860332
1513,1513,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,9307.499588
1514,1514,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,9616.185793
1515,1515,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,9796.597992
1516,1516,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,10513.531009
1517,1517,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,11061.819862
1518,1518,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,11723.717656
1519,1519,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,12637.857537
1520,1520,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,13396.637502
1521,1521,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,13328.0373
1522,1522,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,14361.511137
1523,1523,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,15109.737591
1524,1524,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,15120.063525
1525,1525,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,15669.139888
1526,1526,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,15800.088997
1527,1527,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,14816.290357
1528,1528,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,14326.102042
1529,1529,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,14596.88973
1530,1530,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,15088.873637
1531,1531,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,15424.038754
1532,1532,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,15173.607234
1533,1533,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,16547.837723
1534,1534,BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,18325.157241
1535,1535,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1986,1986,USD,US Dollar,0,Units,3362.599081
1536,1536,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,0,Units,3609.868094
1537,1537,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,0,Units,3942.703384
1538,1538,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,0,Units,4454.710345
1539,1539,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,0,Units,4714.046032
1540,1540,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,0,Units,5166.520588
1541,1541,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,0,Units,5827.459684
1542,1542,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,0,Units,6270.747048
1543,1543,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1994,1994,USD,US Dollar,0,Units,6653.874713
1544,1544,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1995,1995,USD,US Dollar,0,Units,7388.386058
1545,1545,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1996,1996,USD,US Dollar,0,Units,7970.381496
1546,1546,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,8589.098285
1547,1547,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,8927.892882
1548,1548,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,8909.771351
1549,1549,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,9440.041957
1550,1550,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,9845.972294
1551,1551,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,10205.704038
1552,1552,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,10779.638643
1553,1553,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,11682.599543
1554,1554,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,12600.905795
1555,1555,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,15589.157526
1556,1556,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,16771.182777
1557,1557,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,16449.614291
1558,1558,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,16028.549571
1559,1559,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,18041.314288
1560,1560,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,20235.570334
1561,1561,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,21458.812344
1562,1562,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,22295.740003
1563,1563,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,22650.712395
1564,1564,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,22563.582194
1565,1565,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,23384.6124
1566,1566,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,24479.458707
1567,1567,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,25496.431066
1568,1568,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,25509.445489
1569,1569,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,24738.720577
1570,1570,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,28070.413266
1571,1571,CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,30265.861374
1572,1572,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1970,1970,USD,US Dollar,0,Units,102.947638
1573,1573,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1971,1971,USD,US Dollar,0,Units,112.779789
1574,1574,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1972,1972,USD,US Dollar,0,Units,119.427375
1575,1575,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1973,1973,USD,US Dollar,0,Units,132.668594
1576,1576,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1974,1974,USD,US Dollar,0,Units,145.300178
1577,1577,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1975,1975,USD,US Dollar,0,Units,169.662804
1578,1578,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1976,1976,USD,US Dollar,0,Units,173.768555
1579,1579,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1977,1977,USD,US Dollar,0,Units,195.920075
1580,1580,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1978,1978,USD,US Dollar,0,Units,231.033361
1581,1581,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1979,1979,USD,US Dollar,0,Units,265.657386
1582,1582,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1980,1980,USD,US Dollar,0,Units,308.661929
1583,1583,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1981,1981,USD,US Dollar,0,Units,350.287848
1584,1584,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1982,1982,USD,US Dollar,0,Units,399.16231
1585,1585,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1983,1983,USD,US Dollar,0,Units,453.425806
1586,1586,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1984,1984,USD,US Dollar,0,Units,534.161529
1587,1587,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1985,1985,USD,US Dollar,0,Units,616.242094
1588,1588,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1986,1986,USD,US Dollar,0,Units,674.360382
1589,1589,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,0,Units,758.937825
1590,1590,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,0,Units,860.294365
1591,1591,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,0,Units,917.762613
1592,1592,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,0,Units,974.429258
1593,1593,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,0,Units,1086.530756
1594,1594,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,0,Units,1254.764538
1595,1595,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,0,Units,1446.231016
1596,1596,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1994,1994,USD,US Dollar,0,Units,1651.115181
1597,1597,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1995,1995,USD,US Dollar,0,Units,1850.763485
1598,1598,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1996,1996,USD,US Dollar,0,Units,2050.191538
1599,1599,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,2255.387151
1600,1600,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,2437.344683
1601,1601,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,2639.381556
1602,1602,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,2906.227762
1603,1603,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,3197.118495
1604,1604,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,3520.724645
1605,1605,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,3926.933843
1606,1606,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,4414.173001
1607,1607,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,5041.555154
1608,1608,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,5827.399829
1609,1609,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,6801.350261
1610,1610,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,7562.242962
1611,1611,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,8285.593793
1612,1612,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,9232.660118
1613,1613,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,10261.470654
1614,1614,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,11127.3668
1615,1615,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,11837.589428
1616,1616,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,12438.630324
1617,1617,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,12865.800384
1618,1618,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,13439.508987
1619,1619,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,14203.909059
1620,1620,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,15466.329982
1621,1621,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,16624.523979
1622,1622,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,17176.865662
1623,1623,CHN,China,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,19429.069638
1624,1624,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,0,Units,5745.759942
1625,1625,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1994,1994,USD,US Dollar,0,Units,5906.115098
1626,1626,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1995,1995,USD,US Dollar,0,Units,6428.70589
1627,1627,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1996,1996,USD,US Dollar,0,Units,6845.252596
1628,1628,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,7942.677098
1629,1629,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,8408.654799
1630,1630,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,8479.421404
1631,1631,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,9394.096196
1632,1632,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,10282.280462
1633,1633,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,11628.295627
1634,1634,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,13090.445753
1635,1635,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,14496.530045
1636,1636,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,16584.410921
1637,1637,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,19288.352706
1638,1638,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,22161.320277
1639,1639,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,22780.007472
1640,1640,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,20459.913154
1641,1641,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,21588.772219
1642,1642,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,24515.488456
1643,1643,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,25946.944612
1644,1644,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,27418.689592
1645,1645,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,28917.834017
1646,1646,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,29222.748039
1647,1647,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,31310.151987
1648,1648,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,33867.803284
1649,1649,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,36488.637613
1650,1650,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,39068.367023
1651,1651,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,39460.614844
1652,1652,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,43505.074928
1653,1653,EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,47721.322935
1654,1654,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,1750.502267
1655,1655,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,1842.971714
1656,1656,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,1986.857191
1657,1657,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,2111.158958
1658,1658,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,2210.683682
1659,1659,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,2295.017835
1660,1660,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,2459.458448
1661,1661,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,2671.006626
1662,1662,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,2928.839475
1663,1663,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,3179.674443
1664,1664,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,3505.531534
1665,1665,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,3734.433676
1666,1666,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,3801.681503
1667,1667,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,4151.610081
1668,1668,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,4515.004016
1669,1669,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,4828.51004
1670,1670,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,5023.278018
1671,1671,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,5243.086188
1672,1672,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,5426.068277
1673,1673,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,5789.404696
1674,1674,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,6128.784094
1675,1675,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,6720.589601
1676,1676,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,6991.049292
1677,1677,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,6449.083492
1678,1678,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,7164.420187
1679,1679,IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,8024.913941
1680,1680,IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,0,Units,4087.307428
1681,1681,IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,0,Units,4536.091169
1682,1682,IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,0,Units,4817.896066
1683,1683,IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,0,Units,4767.19411
1684,1684,IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1994,1994,USD,US Dollar,0,Units,5163.947678
1685,1685,IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1995,1995,USD,US Dollar,0,Units,5626.973466
1686,1686,IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1996,1996,USD,US Dollar,0,Units,6092.837084
1687,1687,IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,6399.757832
1688,1688,IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,5544.770685
1689,1689,IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,5589.28469
1690,1690,IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,5346.208518
1691,1691,IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,5581.000745
